;org:resource;ticket;phase;created;endtime;priority;issuetype;concept:name;time:timestamp;@@index;case:concept:name
305;PO; IMA  3685;RF;2021-07-29 15:29:56.061000+00:00;2021-08-04 15:32:49.219000+00:00;Must;Task;RF;2021-07-29 15:29:56.061000+00:00;406; IMA  3685
306;PO; IMA  3685;RFW;2021-08-04 15:32:49.219000+00:00;2021-08-05 17:04:17.470000+00:00;Must;Task;RFW;2021-08-04 15:32:49.219000+00:00;407; IMA  3685
307;Front End Developer; IMA  3685;WIog;2021-08-05 17:04:17.470000+00:00;2021-08-09 11:00:38.684000+00:00;Must;Task;WIog;2021-08-05 17:04:17.470000+00:00;408; IMA  3685
308;Front End Developer; IMA  3685;AcP;2021-08-09 11:00:38.684000+00:00;2021-08-09 11:26:13.250000+00:00;Must;Task;AcP;2021-08-09 11:00:38.684000+00:00;409; IMA  3685
309;QA; IMA  3685;AcIog;2021-08-09 11:26:13.250000+00:00;2021-08-09 15:05:32.923000+00:00;Must;Task;AcIog;2021-08-09 11:26:13.250000+00:00;410; IMA  3685
310;QA; IMA  3685;AcD;2021-08-09 15:05:32.923000+00:00;2021-08-09 15:05:32.923000+00:00;Must;Task;AcD;2021-08-09 15:05:32.923000+00:00;411; IMA  3685
311;PO; IMA  3688;RFW;2021-08-09 07:49:42.235000+00:00;2021-08-10 16:02:05.541000+00:00;Major;Task;RFW;2021-08-09 07:49:42.235000+00:00;412; IMA  3688
312;Data Analyst; IMA  3688;RF;2021-08-10 16:02:05.541000+00:00;2021-08-11 15:24:35.240000+00:00;Major;Task;RF;2021-08-10 16:02:05.541000+00:00;413; IMA  3688
313;Data Analyst; IMA  3688;RFW;2021-08-11 15:24:35.240000+00:00;2021-08-17 09:09:35.137000+00:00;Major;Task;RFW;2021-08-11 15:24:35.240000+00:00;414; IMA  3688
314;Front End Developer; IMA  3688;WIog;2021-08-17 09:09:35.137000+00:00;2021-08-20 16:24:29.545000+00:00;Major;Task;WIog;2021-08-17 09:09:35.137000+00:00;415; IMA  3688
315;Front End Developer; IMA  3688;AcP;2021-08-20 16:24:29.545000+00:00;2021-08-23 13:10:58.631000+00:00;Major;Task;AcP;2021-08-20 16:24:29.545000+00:00;416; IMA  3688
316;QA; IMA  3688;AcIog;2021-08-23 13:10:58.631000+00:00;2021-08-23 14:28:40.774000+00:00;Major;Task;AcIog;2021-08-23 13:10:58.631000+00:00;417; IMA  3688
317;QA; IMA  3688;AcP;2021-08-23 14:28:40.774000+00:00;2021-08-23 14:28:50.753000+00:00;Major;Task;AcP;2021-08-23 14:28:40.774000+00:00;418; IMA  3688
318;QA; IMA  3688;WIog;2021-08-23 14:28:50.753000+00:00;2021-08-24 17:56:13.818000+00:00;Major;Task;WIog;2021-08-23 14:28:50.753000+00:00;419; IMA  3688
319;Front End Developer; IMA  3688;AcP;2021-08-24 17:56:13.818000+00:00;2021-08-25 10:12:18.941000+00:00;Major;Task;AcP;2021-08-24 17:56:13.818000+00:00;420; IMA  3688
320;QA; IMA  3688;AcIog;2021-08-25 10:12:18.941000+00:00;2021-08-25 11:16:39.800000+00:00;Major;Task;AcIog;2021-08-25 10:12:18.941000+00:00;421; IMA  3688
321;QA; IMA  3688;AcD;2021-08-25 11:16:39.800000+00:00;2021-08-25 11:16:39.800000+00:00;Major;Task;AcD;2021-08-25 11:16:39.800000+00:00;422; IMA  3688
322;PO; IMA  3689;RFW;2021-08-02 16:11:49.895000+00:00;2021-08-16 13:17:57.821000+00:00;Should;Task;RFW;2021-08-02 16:11:49.895000+00:00;423; IMA  3689
323;Front End Developer; IMA  3689;WIog;2021-08-16 13:17:57.821000+00:00;2021-08-17 09:07:49.190000+00:00;Should;Task;WIog;2021-08-16 13:17:57.821000+00:00;424; IMA  3689
324;Front End Developer; IMA  3689;AcP;2021-08-17 09:07:49.190000+00:00;2021-08-17 10:50:03.306000+00:00;Should;Task;AcP;2021-08-17 09:07:49.190000+00:00;425; IMA  3689
325;QA; IMA  3689;AcIog;2021-08-17 10:50:03.306000+00:00;2021-08-17 11:31:24.932000+00:00;Should;Task;AcIog;2021-08-17 10:50:03.306000+00:00;426; IMA  3689
326;QA; IMA  3689;AcD;2021-08-17 11:31:24.932000+00:00;2021-08-17 11:31:24.932000+00:00;Should;Task;AcD;2021-08-17 11:31:24.932000+00:00;427; IMA  3689
327;Front End Developer; IMA  3693;RFW;2021-08-05 11:52:33.935000+00:00;2021-08-05 11:52:37.394000+00:00;Major;Bug;RFW;2021-08-05 11:52:33.935000+00:00;442; IMA  3693
328;Front End Developer; IMA  3693;WIog;2021-08-05 11:52:37.394000+00:00;2021-08-05 19:07:18.064000+00:00;Major;Bug;WIog;2021-08-05 11:52:37.394000+00:00;443; IMA  3693
329;Front End Developer; IMA  3693;AcP;2021-08-05 19:07:18.064000+00:00;2021-08-06 10:12:43.255000+00:00;Major;Bug;AcP;2021-08-05 19:07:18.064000+00:00;444; IMA  3693
330;QA; IMA  3693;AcIog;2021-08-06 10:12:43.255000+00:00;2021-08-06 11:08:17.029000+00:00;Major;Bug;AcIog;2021-08-06 10:12:43.255000+00:00;445; IMA  3693
331;QA; IMA  3693;AcD;2021-08-06 11:08:17.029000+00:00;2021-08-06 11:08:17.029000+00:00;Major;Bug;AcD;2021-08-06 11:08:17.029000+00:00;446; IMA  3693
332;PO; IMA  3694;RF;2021-08-09 08:50:57.485000+00:00;2021-08-18 10:07:12.735000+00:00;Should;Task;RF;2021-08-09 08:50:57.485000+00:00;447; IMA  3694
333;PO; IMA  3694;RFW;2021-08-18 10:07:12.735000+00:00;2021-09-09 13:28:53.401000+00:00;Should;Task;RFW;2021-08-18 10:07:12.735000+00:00;448; IMA  3694
334;Front End Developer; IMA  3694;WIog;2021-09-09 13:28:53.401000+00:00;2021-09-09 15:47:14.419000+00:00;Should;Task;WIog;2021-09-09 13:28:53.401000+00:00;449; IMA  3694
335;Front End Developer; IMA  3694;AcP;2021-09-09 15:47:14.419000+00:00;2021-09-09 16:02:00.920000+00:00;Should;Task;AcP;2021-09-09 15:47:14.419000+00:00;450; IMA  3694
336;QA; IMA  3694;AcIog;2021-09-09 16:02:00.920000+00:00;2021-09-13 13:05:51.846000+00:00;Should;Task;AcIog;2021-09-09 16:02:00.920000+00:00;451; IMA  3694
337;QA; IMA  3694;AcD;2021-09-13 13:05:51.846000+00:00;2021-09-13 13:05:51.846000+00:00;Should;Task;AcD;2021-09-13 13:05:51.846000+00:00;452; IMA  3694
338;Front End Developer; IMA  3696;RFW;2021-08-09 17:35:45.567000+00:00;2021-08-09 17:35:50.470000+00:00;Major;Bug;RFW;2021-08-09 17:35:45.567000+00:00;453; IMA  3696
339;Front End Developer; IMA  3696;WIog;2021-08-09 17:35:50.470000+00:00;2021-08-11 12:41:00.337000+00:00;Major;Bug;WIog;2021-08-09 17:35:50.470000+00:00;454; IMA  3696
340;Front End Developer; IMA  3696;AcP;2021-08-11 12:41:00.337000+00:00;2021-08-11 12:49:13.246000+00:00;Major;Bug;AcP;2021-08-11 12:41:00.337000+00:00;455; IMA  3696
341;QA; IMA  3696;AcIog;2021-08-11 12:49:13.246000+00:00;2021-08-11 14:11:18.378000+00:00;Major;Bug;AcIog;2021-08-11 12:49:13.246000+00:00;456; IMA  3696
342;QA; IMA  3696;AcD;2021-08-11 14:11:18.378000+00:00;2021-08-11 14:11:18.378000+00:00;Major;Bug;AcD;2021-08-11 14:11:18.378000+00:00;457; IMA  3696
343;PO; IMA  3697;RF;2021-08-11 09:37:08.623000+00:00;2021-08-11 10:48:57.805000+00:00;Should;Story;RF;2021-08-11 09:37:08.623000+00:00;458; IMA  3697
344;PO; IMA  3697;Plan;2021-08-11 10:48:57.805000+00:00;2021-09-13 16:01:49.243000+00:00;Should;Story;Plan;2021-08-11 10:48:57.805000+00:00;459; IMA  3697
345;PO; IMA  3697;RF;2021-09-13 16:01:49.243000+00:00;2021-09-29 14:48:41.448000+00:00;Should;Story;RF;2021-09-13 16:01:49.243000+00:00;460; IMA  3697
346;PO; IMA  3697;RFW;2021-09-29 14:48:41.448000+00:00;2021-10-04 18:42:57.694000+00:00;Should;Story;RFW;2021-09-29 14:48:41.448000+00:00;461; IMA  3697
347;Front End Developer; IMA  3697;WIog;2021-10-04 18:42:57.694000+00:00;2022-01-26 15:02:54.337000+00:00;Should;Story;WIog;2021-10-04 18:42:57.694000+00:00;462; IMA  3697
348;Front End Developer; IMA  3697;AcP;2022-01-26 15:02:54.337000+00:00;2022-02-08 12:37:12.763000+00:00;Should;Story;AcP;2022-01-26 15:02:54.337000+00:00;463; IMA  3697
349;QA; IMA  3697;AcIog;2022-02-08 12:37:12.763000+00:00;2022-02-14 13:57:59.433000+00:00;Should;Story;AcIog;2022-02-08 12:37:12.763000+00:00;464; IMA  3697
350;QA; IMA  3697;AcP;2022-02-14 13:57:59.433000+00:00;2022-02-14 13:58:04.721000+00:00;Should;Story;AcP;2022-02-14 13:57:59.433000+00:00;465; IMA  3697
351;QA; IMA  3697;WIog;2022-02-14 13:58:04.721000+00:00;2022-02-21 15:13:52.072000+00:00;Should;Story;WIog;2022-02-14 13:58:04.721000+00:00;466; IMA  3697
352;Front End Developer; IMA  3697;AcP;2022-02-21 15:13:52.072000+00:00;2022-02-24 13:44:20.189000+00:00;Should;Story;AcP;2022-02-21 15:13:52.072000+00:00;467; IMA  3697
353;UX/UI; IMA  3697;AcIog;2022-02-24 13:44:20.189000+00:00;2022-02-24 14:00:31.091000+00:00;Should;Story;AcIog;2022-02-24 13:44:20.189000+00:00;468; IMA  3697
354;UX/UI; IMA  3697;AcD;2022-02-24 14:00:31.091000+00:00;2022-02-24 14:00:31.091000+00:00;Should;Story;AcD;2022-02-24 14:00:31.091000+00:00;469; IMA  3697
355;PO; IMA  3700;RF;2021-08-12 12:15:45.304000+00:00;2021-08-20 09:26:05.150000+00:00;Major;Task;RF;2021-08-12 12:15:45.304000+00:00;470; IMA  3700
356;Front End Developer; IMA  3700;RFW;2021-08-20 09:26:05.150000+00:00;2021-08-20 09:26:08.808000+00:00;Major;Task;RFW;2021-08-20 09:26:05.150000+00:00;471; IMA  3700
357;Front End Developer; IMA  3700;WIog;2021-08-20 09:26:08.808000+00:00;2021-08-20 15:05:45.615000+00:00;Major;Task;WIog;2021-08-20 09:26:08.808000+00:00;472; IMA  3700
358;Front End Developer; IMA  3700;AcP;2021-08-20 15:05:45.615000+00:00;2021-08-23 09:37:21.094000+00:00;Major;Task;AcP;2021-08-20 15:05:45.615000+00:00;473; IMA  3700
359;QA; IMA  3700;AcIog;2021-08-23 09:37:21.094000+00:00;2021-08-23 12:10:38.808000+00:00;Major;Task;AcIog;2021-08-23 09:37:21.094000+00:00;474; IMA  3700
360;QA; IMA  3700;AcD;2021-08-23 12:10:38.808000+00:00;2021-08-23 12:10:38.808000+00:00;Major;Task;AcD;2021-08-23 12:10:38.808000+00:00;475; IMA  3700
361;PO; IMA  3702;RF;2021-09-13 16:16:26.445000+00:00;2021-09-16 09:06:24.259000+00:00;Could;Task;RF;2021-09-13 16:16:26.445000+00:00;476; IMA  3702
362;PO; IMA  3702;RFW;2021-09-16 09:06:24.259000+00:00;2021-09-21 11:17:50.011000+00:00;Could;Task;RFW;2021-09-16 09:06:24.259000+00:00;477; IMA  3702
363;Front End Developer; IMA  3702;WIog;2021-09-21 11:17:50.011000+00:00;2021-09-21 11:17:55.927000+00:00;Could;Task;WIog;2021-09-21 11:17:50.011000+00:00;478; IMA  3702
364;Front End Developer; IMA  3702;RFW;2021-09-21 11:17:55.927000+00:00;2021-09-23 12:56:51.431000+00:00;Could;Task;RFW;2021-09-21 11:17:55.927000+00:00;479; IMA  3702
365;Front End Developer; IMA  3702;WIog;2021-09-23 12:56:51.431000+00:00;2021-09-28 15:06:45.348000+00:00;Could;Task;WIog;2021-09-23 12:56:51.431000+00:00;480; IMA  3702
366;Front End Developer; IMA  3702;AcP;2021-09-28 15:06:45.348000+00:00;2021-09-29 15:24:37.376000+00:00;Could;Task;AcP;2021-09-28 15:06:45.348000+00:00;481; IMA  3702
367;QA; IMA  3702;AcIog;2021-09-29 15:24:37.376000+00:00;2021-09-29 16:21:48.803000+00:00;Could;Task;AcIog;2021-09-29 15:24:37.376000+00:00;482; IMA  3702
368;QA; IMA  3702;AcP;2021-09-29 16:21:48.803000+00:00;2021-09-29 16:21:56.610000+00:00;Could;Task;AcP;2021-09-29 16:21:48.803000+00:00;483; IMA  3702
369;QA; IMA  3702;WIog;2021-09-29 16:21:56.610000+00:00;2021-09-30 18:14:26.458000+00:00;Could;Task;WIog;2021-09-29 16:21:56.610000+00:00;484; IMA  3702
370;Front End Developer; IMA  3702;Closed;2021-09-30 18:14:26.458000+00:00;2021-10-01 17:29:13.636000+00:00;Could;Task;Closed;2021-09-30 18:14:26.458000+00:00;485; IMA  3702
371;Team Lead; IMA  3702;Closed;2021-10-01 17:29:13.636000+00:00;2021-10-01 17:29:13.636000+00:00;Could;Task;Closed;2021-10-01 17:29:13.636000+00:00;486; IMA  3702
372;Front End Developer; IMA  3703;Plan;2021-08-17 16:41:17.972000+00:00;2021-08-17 16:42:23.382000+00:00;Major;Task;Plan;2021-08-17 16:41:17.972000+00:00;487; IMA  3703
373;Front End Developer; IMA  3703;RFW;2021-08-17 16:42:23.382000+00:00;2021-08-23 11:03:00.799000+00:00;Major;Task;RFW;2021-08-17 16:42:23.382000+00:00;488; IMA  3703
374;Front End Developer; IMA  3703;WIog;2021-08-23 11:03:00.799000+00:00;2021-09-03 11:40:30.915000+00:00;Major;Task;WIog;2021-08-23 11:03:00.799000+00:00;489; IMA  3703
375;Front End Developer; IMA  3703;AcP;2021-09-03 11:40:30.915000+00:00;2021-09-08 15:29:42.062000+00:00;Major;Task;AcP;2021-09-03 11:40:30.915000+00:00;490; IMA  3703
376;QA; IMA  3703;AcIog;2021-09-08 15:29:42.062000+00:00;2021-09-09 11:38:36.490000+00:00;Major;Task;AcIog;2021-09-08 15:29:42.062000+00:00;491; IMA  3703
377;QA; IMA  3703;AcD;2021-09-09 11:38:36.490000+00:00;2021-09-09 11:38:36.490000+00:00;Major;Task;AcD;2021-09-09 11:38:36.490000+00:00;492; IMA  3703
378;Data Analyst; IMA  3705;RF;2021-08-18 13:16:30.233000+00:00;2021-08-20 09:02:47.749000+00:00;Major;Task;RF;2021-08-18 13:16:30.233000+00:00;495; IMA  3705
379;Front End Developer; IMA  3705;RFW;2021-08-20 09:02:47.749000+00:00;2021-08-20 09:02:52.052000+00:00;Major;Task;RFW;2021-08-20 09:02:47.749000+00:00;496; IMA  3705
380;Front End Developer; IMA  3705;WIog;2021-08-20 09:02:52.052000+00:00;2021-08-20 14:10:18.216000+00:00;Major;Task;WIog;2021-08-20 09:02:52.052000+00:00;497; IMA  3705
381;Front End Developer; IMA  3705;AcP;2021-08-20 14:10:18.216000+00:00;2021-08-23 15:14:54.599000+00:00;Major;Task;AcP;2021-08-20 14:10:18.216000+00:00;498; IMA  3705
382;QA; IMA  3705;AcIog;2021-08-23 15:14:54.599000+00:00;2021-08-23 15:16:40.140000+00:00;Major;Task;AcIog;2021-08-23 15:14:54.599000+00:00;499; IMA  3705
383;QA; IMA  3705;AcD;2021-08-23 15:16:40.140000+00:00;2021-08-23 15:16:40.140000+00:00;Major;Task;AcD;2021-08-23 15:16:40.140000+00:00;500; IMA  3705
384;PO; IMA  3706;RF;2021-08-23 13:57:12.705000+00:00;2021-08-24 15:58:20.982000+00:00;Critical;Task;RF;2021-08-23 13:57:12.705000+00:00;501; IMA  3706
385;PO; IMA  3706;RFW;2021-08-24 15:58:20.982000+00:00;2021-09-02 12:22:50.284000+00:00;Critical;Task;RFW;2021-08-24 15:58:20.982000+00:00;502; IMA  3706
386;Front End Developer; IMA  3706;WIog;2021-09-02 12:22:50.284000+00:00;2021-09-16 18:30:09.176000+00:00;Critical;Task;WIog;2021-09-02 12:22:50.284000+00:00;503; IMA  3706
387;Front End Developer; IMA  3706;Closed;2021-09-16 18:30:09.176000+00:00;2021-09-16 18:30:09.176000+00:00;Critical;Task;Closed;2021-09-16 18:30:09.176000+00:00;504; IMA  3706
388;PO; IMA  3707;RF;2021-08-24 09:35:51.065000+00:00;2021-09-14 11:56:13.639000+00:00;Major;Bug;RF;2021-08-24 09:35:51.065000+00:00;505; IMA  3707
389;PO; IMA  3707;Plan;2021-09-14 11:56:13.639000+00:00;2021-09-15 15:54:40.823000+00:00;Major;Bug;Plan;2021-09-14 11:56:13.639000+00:00;506; IMA  3707
390;PO; IMA  3707;Closed;2021-09-15 15:54:40.823000+00:00;2021-09-15 15:54:40.823000+00:00;Major;Bug;Closed;2021-09-15 15:54:40.823000+00:00;507; IMA  3707
391;PO; IMA  3708;RFW;2021-08-23 08:38:03.529000+00:00;2021-09-16 15:52:41.663000+00:00;Major;Bug;RFW;2021-08-23 08:38:03.529000+00:00;508; IMA  3708
392;Front End Developer; IMA  3708;WIog;2021-09-16 15:52:41.663000+00:00;2021-09-17 13:33:12.755000+00:00;Major;Bug;WIog;2021-09-16 15:52:41.663000+00:00;509; IMA  3708
393;Front End Developer; IMA  3708;AcP;2021-09-17 13:33:12.755000+00:00;2021-09-17 14:01:01.512000+00:00;Major;Bug;AcP;2021-09-17 13:33:12.755000+00:00;510; IMA  3708
394;QA; IMA  3708;AcIog;2021-09-17 14:01:01.512000+00:00;2021-09-20 16:20:05.825000+00:00;Major;Bug;AcIog;2021-09-17 14:01:01.512000+00:00;511; IMA  3708
395;QA; IMA  3708;AcD;2021-09-20 16:20:05.825000+00:00;2021-09-20 16:20:05.825000+00:00;Major;Bug;AcD;2021-09-20 16:20:05.825000+00:00;512; IMA  3708
396;PO; IMA  3709;RF;2021-08-23 15:20:13.748000+00:00;2021-08-24 16:15:51.410000+00:00;Major;Story;RF;2021-08-23 15:20:13.748000+00:00;513; IMA  3709
397;PO; IMA  3709;RFW;2021-08-24 16:15:51.410000+00:00;2021-09-20 15:26:54.945000+00:00;Major;Story;RFW;2021-08-24 16:15:51.410000+00:00;514; IMA  3709
398;Front End Developer; IMA  3709;WIog;2021-09-20 15:26:54.945000+00:00;2021-11-15 11:01:29.647000+00:00;Major;Story;WIog;2021-09-20 15:26:54.945000+00:00;515; IMA  3709
399;Front End Developer; IMA  3709;RFW;2021-11-15 11:01:29.647000+00:00;2022-01-03 11:38:09.422000+00:00;Major;Story;RFW;2021-11-15 11:01:29.647000+00:00;516; IMA  3709
400;Front End Developer; IMA  3709;WIog;2022-01-03 11:38:09.422000+00:00;2022-01-05 21:37:49.924000+00:00;Major;Story;WIog;2022-01-03 11:38:09.422000+00:00;517; IMA  3709
401;Front End Developer; IMA  3709;AcP;2022-01-05 21:37:49.924000+00:00;2022-01-06 10:54:35.641000+00:00;Major;Story;AcP;2022-01-05 21:37:49.924000+00:00;518; IMA  3709
402;QA; IMA  3709;AcIog;2022-01-06 10:54:35.641000+00:00;2022-01-20 13:45:41.061000+00:00;Major;Story;AcIog;2022-01-06 10:54:35.641000+00:00;519; IMA  3709
403;QA; IMA  3709;AcD;2022-01-20 13:45:41.061000+00:00;2022-01-20 13:45:41.061000+00:00;Major;Story;AcD;2022-01-20 13:45:41.061000+00:00;520; IMA  3709
404;Front End Developer; IMA  3712;Plan;2021-08-24 16:45:21.731000+00:00;2021-08-24 16:45:33.031000+00:00;Major;Task;Plan;2021-08-24 16:45:21.731000+00:00;535; IMA  3712
405;Front End Developer; IMA  3712;RFW;2021-08-24 16:45:33.031000+00:00;2021-08-24 16:45:36.391000+00:00;Major;Task;RFW;2021-08-24 16:45:33.031000+00:00;536; IMA  3712
406;Front End Developer; IMA  3712;WIog;2021-08-24 16:45:36.391000+00:00;2021-08-25 17:43:02.750000+00:00;Major;Task;WIog;2021-08-24 16:45:36.391000+00:00;537; IMA  3712
407;Front End Developer; IMA  3712;AcP;2021-08-25 17:43:02.750000+00:00;2021-08-27 10:07:56.560000+00:00;Major;Task;AcP;2021-08-25 17:43:02.750000+00:00;538; IMA  3712
408;QA; IMA  3712;AcIog;2021-08-27 10:07:56.560000+00:00;2021-08-27 15:25:18.525000+00:00;Major;Task;AcIog;2021-08-27 10:07:56.560000+00:00;539; IMA  3712
409;QA; IMA  3712;AcD;2021-08-27 15:25:18.525000+00:00;2021-08-27 15:25:18.525000+00:00;Major;Task;AcD;2021-08-27 15:25:18.525000+00:00;540; IMA  3712
410;Data Analyst; IMA  3713;RFW;2021-08-27 14:16:13.083000+00:00;2021-09-07 15:07:13.939000+00:00;Major;Task;RFW;2021-08-27 14:16:13.083000+00:00;541; IMA  3713
411;Front End Developer; IMA  3713;WIog;2021-09-07 15:07:13.939000+00:00;2021-09-08 12:06:59.034000+00:00;Major;Task;WIog;2021-09-07 15:07:13.939000+00:00;542; IMA  3713
412;Front End Developer; IMA  3713;AcP;2021-09-08 12:06:59.034000+00:00;2021-09-08 16:39:29.951000+00:00;Major;Task;AcP;2021-09-08 12:06:59.034000+00:00;543; IMA  3713
413;QA; IMA  3713;AcIog;2021-09-08 16:39:29.951000+00:00;2021-09-09 11:06:33.869000+00:00;Major;Task;AcIog;2021-09-08 16:39:29.951000+00:00;544; IMA  3713
414;QA; IMA  3713;AcD;2021-09-09 11:06:33.869000+00:00;2021-09-09 11:06:33.869000+00:00;Major;Task;AcD;2021-09-09 11:06:33.869000+00:00;545; IMA  3713
415;Front End Developer; IMA  3714;RFW;2021-10-04 10:55:41.653000+00:00;2021-10-04 10:55:57.137000+00:00;Trivial;Bug;RFW;2021-10-04 10:55:41.653000+00:00;546; IMA  3714
416;Front End Developer; IMA  3714;WIog;2021-10-04 10:55:57.137000+00:00;2021-10-04 15:26:17.852000+00:00;Trivial;Bug;WIog;2021-10-04 10:55:57.137000+00:00;547; IMA  3714
417;Front End Developer; IMA  3714;AcP;2021-10-04 15:26:17.852000+00:00;2021-10-05 09:31:41.341000+00:00;Trivial;Bug;AcP;2021-10-04 15:26:17.852000+00:00;548; IMA  3714
418;QA; IMA  3714;AcIog;2021-10-05 09:31:41.341000+00:00;2021-10-05 11:28:11.869000+00:00;Trivial;Bug;AcIog;2021-10-05 09:31:41.341000+00:00;549; IMA  3714
419;QA; IMA  3714;AcD;2021-10-05 11:28:11.869000+00:00;2021-10-05 11:28:11.869000+00:00;Trivial;Bug;AcD;2021-10-05 11:28:11.869000+00:00;550; IMA  3714
420;PO; IMA  3715;RF;2021-08-30 14:23:45.647000+00:00;2021-09-07 15:34:13.436000+00:00;Major;Story;RF;2021-08-30 14:23:45.647000+00:00;551; IMA  3715
421;PO; IMA  3715;RFW;2021-09-07 15:34:13.436000+00:00;2021-09-20 11:16:23.120000+00:00;Major;Story;RFW;2021-09-07 15:34:13.436000+00:00;552; IMA  3715
422;Front End Developer; IMA  3715;WIog;2021-09-20 11:16:23.120000+00:00;2021-09-29 10:46:22.129000+00:00;Major;Story;WIog;2021-09-20 11:16:23.120000+00:00;553; IMA  3715
423;Front End Developer; IMA  3715;RFW;2021-09-29 10:46:22.129000+00:00;2021-10-01 12:07:10.190000+00:00;Major;Story;RFW;2021-09-29 10:46:22.129000+00:00;554; IMA  3715
424;Front End Developer; IMA  3715;WIog;2021-10-01 12:07:10.190000+00:00;2021-11-09 12:05:18.388000+00:00;Major;Story;WIog;2021-10-01 12:07:10.190000+00:00;555; IMA  3715
425;Front End Developer; IMA  3715;AcP;2021-11-09 12:05:18.388000+00:00;2021-11-10 16:22:14.761000+00:00;Major;Story;AcP;2021-11-09 12:05:18.388000+00:00;556; IMA  3715
426;QA; IMA  3715;AcIog;2021-11-10 16:22:14.761000+00:00;2021-12-02 12:46:22.120000+00:00;Major;Story;AcIog;2021-11-10 16:22:14.761000+00:00;557; IMA  3715
427;QA; IMA  3715;AcD;2021-12-02 12:46:22.120000+00:00;2021-12-02 12:46:22.120000+00:00;Major;Story;AcD;2021-12-02 12:46:22.120000+00:00;558; IMA  3715
428;Data Analyst; IMA  3718;RFW;2021-08-31 09:09:45.551000+00:00;2021-08-31 14:38:48.897000+00:00;Major;Bug;RFW;2021-08-31 09:09:45.551000+00:00;577; IMA  3718
429;Front End Developer; IMA  3718;WIog;2021-08-31 14:38:48.897000+00:00;2021-08-31 16:18:12.137000+00:00;Major;Bug;WIog;2021-08-31 14:38:48.897000+00:00;578; IMA  3718
430;Front End Developer; IMA  3718;AcP;2021-08-31 16:18:12.137000+00:00;2021-08-31 16:22:35.429000+00:00;Major;Bug;AcP;2021-08-31 16:18:12.137000+00:00;579; IMA  3718
431;QA; IMA  3718;AcIog;2021-08-31 16:22:35.429000+00:00;2021-08-31 16:40:10.667000+00:00;Major;Bug;AcIog;2021-08-31 16:22:35.429000+00:00;580; IMA  3718
432;QA; IMA  3718;AcP;2021-08-31 16:40:10.667000+00:00;2021-08-31 16:40:14.496000+00:00;Major;Bug;AcP;2021-08-31 16:40:10.667000+00:00;581; IMA  3718
433;QA; IMA  3718;WIog;2021-08-31 16:40:14.496000+00:00;2021-08-31 17:11:25.950000+00:00;Major;Bug;WIog;2021-08-31 16:40:14.496000+00:00;582; IMA  3718
434;Front End Developer; IMA  3718;AcP;2021-08-31 17:11:25.950000+00:00;2021-08-31 17:24:37.852000+00:00;Major;Bug;AcP;2021-08-31 17:11:25.950000+00:00;583; IMA  3718
435;QA; IMA  3718;AcIog;2021-08-31 17:24:37.852000+00:00;2021-08-31 17:45:59.376000+00:00;Major;Bug;AcIog;2021-08-31 17:24:37.852000+00:00;584; IMA  3718
436;QA; IMA  3718;AcD;2021-08-31 17:45:59.376000+00:00;2021-08-31 17:45:59.376000+00:00;Major;Bug;AcD;2021-08-31 17:45:59.376000+00:00;585; IMA  3718
437;Data Analyst; IMA  3719;RF;2021-08-31 09:35:15.754000+00:00;2021-09-09 11:54:22.822000+00:00;Major;Auswertung;RF;2021-08-31 09:35:15.754000+00:00;586; IMA  3719
438;PO; IMA  3719;Plan;2021-09-09 11:54:22.822000+00:00;2021-09-09 11:54:42.663000+00:00;Major;Auswertung;Plan;2021-09-09 11:54:22.822000+00:00;587; IMA  3719
439;PO; IMA  3719;Closed;2021-09-09 11:54:42.663000+00:00;2021-09-09 11:54:42.663000+00:00;Major;Auswertung;Closed;2021-09-09 11:54:42.663000+00:00;588; IMA  3719
440;PO; IMA  3721;RF;2021-09-03 10:24:36.399000+00:00;2021-09-07 09:44:02.984000+00:00;Major;Bug;RF;2021-09-03 10:24:36.399000+00:00;592; IMA  3721
441;PO; IMA  3721;RFW;2021-09-07 09:44:02.984000+00:00;2021-09-10 10:47:07.761000+00:00;Major;Bug;RFW;2021-09-07 09:44:02.984000+00:00;593; IMA  3721
442;Front End Developer; IMA  3721;WIog;2021-09-10 10:47:07.761000+00:00;2021-09-15 19:22:46.838000+00:00;Major;Bug;WIog;2021-09-10 10:47:07.761000+00:00;594; IMA  3721
443;Front End Developer; IMA  3721;AcP;2021-09-15 19:22:46.838000+00:00;2021-09-16 10:11:18.843000+00:00;Major;Bug;AcP;2021-09-15 19:22:46.838000+00:00;595; IMA  3721
444;QA; IMA  3721;AcIog;2021-09-16 10:11:18.843000+00:00;2021-09-16 11:56:39.037000+00:00;Major;Bug;AcIog;2021-09-16 10:11:18.843000+00:00;596; IMA  3721
445;QA; IMA  3721;AcD;2021-09-16 11:56:39.037000+00:00;2021-09-16 11:56:39.037000+00:00;Major;Bug;AcD;2021-09-16 11:56:39.037000+00:00;597; IMA  3721
446;Front End Developer; IMA  3722;RFW;2021-09-06 11:38:49.405000+00:00;2021-09-07 11:01:03.174000+00:00;Major;Task;RFW;2021-09-06 11:38:49.405000+00:00;598; IMA  3722
447;Front End Developer; IMA  3722;WIog;2021-09-07 11:01:03.174000+00:00;2021-09-07 11:02:13.862000+00:00;Major;Task;WIog;2021-09-07 11:01:03.174000+00:00;599; IMA  3722
