;org:resource;ticket;phase;created;endtime;priority;issuetype;concept:name;time:timestamp;@@index;case:concept:name
291;UX/UI; MAD  1663;AcP;2021-09-27 12:23:51.830000+00:00;2021-09-27 12:23:58.025000+00:00;Critical;UX Task;AcP;2021-09-27 12:23:51.830000+00:00;420; MAD  1663
292;UX/UI; MAD  1663;AcIog;2021-09-27 12:23:58.025000+00:00;2021-09-27 12:24:02.197000+00:00;Critical;UX Task;AcIog;2021-09-27 12:23:58.025000+00:00;421; MAD  1663
293;UX/UI; MAD  1663;AcD;2021-09-27 12:24:02.197000+00:00;2021-09-27 12:24:02.197000+00:00;Critical;UX Task;AcD;2021-09-27 12:24:02.197000+00:00;422; MAD  1663
294;Data Analyst; MAD  1664;RF;2021-08-12 14:27:58.320000+00:00;2021-09-07 13:00:43.983000+00:00;Major;Auswertung;RF;2021-08-12 14:27:58.320000+00:00;423; MAD  1664
295;PO; MAD  1664;Plan;2021-09-07 13:00:43.983000+00:00;2021-12-03 10:55:06.315000+00:00;Major;Auswertung;Plan;2021-09-07 13:00:43.983000+00:00;424; MAD  1664
296;Data Analyst; MAD  1664;RFW;2021-12-03 10:55:06.315000+00:00;2021-12-03 10:55:08.890000+00:00;Major;Auswertung;RFW;2021-12-03 10:55:06.315000+00:00;425; MAD  1664
297;Data Analyst; MAD  1664;WIog;2021-12-03 10:55:08.890000+00:00;2021-12-03 15:29:12.215000+00:00;Major;Auswertung;WIog;2021-12-03 10:55:08.890000+00:00;426; MAD  1664
298;Data Analyst; MAD  1664;AcP;2021-12-03 15:29:12.215000+00:00;2021-12-07 12:19:14.195000+00:00;Major;Auswertung;AcP;2021-12-03 15:29:12.215000+00:00;427; MAD  1664
299;Data Analyst; MAD  1664;AcIog;2021-12-07 12:19:14.195000+00:00;2021-12-07 12:19:19.910000+00:00;Major;Auswertung;AcIog;2021-12-07 12:19:14.195000+00:00;428; MAD  1664
300;Data Analyst; MAD  1664;AcD;2021-12-07 12:19:19.910000+00:00;2021-12-07 12:19:19.910000+00:00;Major;Auswertung;AcD;2021-12-07 12:19:19.910000+00:00;429; MAD  1664
301;PO; MAD  1665;RF;2021-08-16 14:34:39.513000+00:00;2021-08-17 11:13:25.368000+00:00;Critical;Story;RF;2021-08-16 14:34:39.513000+00:00;430; MAD  1665
302;Back End Developer; MAD  1665;RFW;2021-08-17 11:13:25.368000+00:00;2021-08-17 11:13:30.370000+00:00;Critical;Story;RFW;2021-08-17 11:13:25.368000+00:00;431; MAD  1665
303;Back End Developer; MAD  1665;WIog;2021-08-17 11:13:30.370000+00:00;2021-09-09 11:24:23.073000+00:00;Critical;Story;WIog;2021-08-17 11:13:30.370000+00:00;432; MAD  1665
304;Back End Developer; MAD  1665;AcP;2021-09-09 11:24:23.073000+00:00;2021-09-09 11:25:22.348000+00:00;Critical;Story;AcP;2021-09-09 11:24:23.073000+00:00;433; MAD  1665
305;Back End Developer; MAD  1665;AcIog;2021-09-09 11:25:22.348000+00:00;2021-10-29 16:55:19.188000+00:00;Critical;Story;AcIog;2021-09-09 11:25:22.348000+00:00;434; MAD  1665
306;Back End Developer; MAD  1665;AcD;2021-10-29 16:55:19.188000+00:00;2021-10-29 16:55:22.746000+00:00;Critical;Story;AcD;2021-10-29 16:55:19.188000+00:00;435; MAD  1665
307;Back End Developer; MAD  1665;Plan;2021-10-29 16:55:22.746000+00:00;2021-10-29 16:55:25.351000+00:00;Critical;Story;Plan;2021-10-29 16:55:22.746000+00:00;436; MAD  1665
308;Back End Developer; MAD  1665;RFW;2021-10-29 16:55:25.351000+00:00;2021-10-29 16:55:26.765000+00:00;Critical;Story;RFW;2021-10-29 16:55:25.351000+00:00;437; MAD  1665
309;Back End Developer; MAD  1665;WIog;2021-10-29 16:55:26.765000+00:00;2021-10-29 16:58:55.655000+00:00;Critical;Story;WIog;2021-10-29 16:55:26.765000+00:00;438; MAD  1665
310;Back End Developer; MAD  1665;Closed;2021-10-29 16:58:55.655000+00:00;2021-10-29 16:58:55.655000+00:00;Critical;Story;Closed;2021-10-29 16:58:55.655000+00:00;439; MAD  1665
311;Data Analyst; MAD  1666;RF;2021-09-06 17:37:49.171000+00:00;2021-09-07 13:00:30.715000+00:00;Major;Auswertung;RF;2021-09-06 17:37:49.171000+00:00;440; MAD  1666
312;PO; MAD  1666;Plan;2021-09-07 13:00:30.715000+00:00;2021-10-15 11:49:38.318000+00:00;Major;Auswertung;Plan;2021-09-07 13:00:30.715000+00:00;441; MAD  1666
313;Data Analyst; MAD  1666;RFW;2021-10-15 11:49:38.318000+00:00;2021-10-15 11:49:41.413000+00:00;Major;Auswertung;RFW;2021-10-15 11:49:38.318000+00:00;442; MAD  1666
314;Data Analyst; MAD  1666;WIog;2021-10-15 11:49:41.413000+00:00;2021-10-19 14:03:11.290000+00:00;Major;Auswertung;WIog;2021-10-15 11:49:41.413000+00:00;443; MAD  1666
315;Data Analyst; MAD  1666;AcP;2021-10-19 14:03:11.290000+00:00;2021-10-19 14:03:14.625000+00:00;Major;Auswertung;AcP;2021-10-19 14:03:11.290000+00:00;444; MAD  1666
316;Data Analyst; MAD  1666;AcIog;2021-10-19 14:03:14.625000+00:00;2021-10-19 14:03:22.030000+00:00;Major;Auswertung;AcIog;2021-10-19 14:03:14.625000+00:00;445; MAD  1666
317;Data Analyst; MAD  1666;AcD;2021-10-19 14:03:22.030000+00:00;2021-10-19 14:03:22.030000+00:00;Major;Auswertung;AcD;2021-10-19 14:03:22.030000+00:00;446; MAD  1666
318;PO; MAD  1668;RFW;2021-08-19 10:20:57.429000+00:00;2021-08-23 11:11:36.899000+00:00;Major;Auswertung;RFW;2021-08-19 10:20:57.429000+00:00;447; MAD  1668
319;PO; MAD  1668;Plan;2021-08-23 11:11:36.899000+00:00;2021-08-23 11:13:21.773000+00:00;Major;Auswertung;Plan;2021-08-23 11:11:36.899000+00:00;448; MAD  1668
320;PO; MAD  1668;Closed;2021-08-23 11:13:21.773000+00:00;2021-08-23 11:13:21.773000+00:00;Major;Auswertung;Closed;2021-08-23 11:13:21.773000+00:00;449; MAD  1668
321;Team Lead; MAD  1669;RFW;2021-08-24 16:45:31.381000+00:00;2021-08-24 16:45:35.432000+00:00;Major;Task;RFW;2021-08-24 16:45:31.381000+00:00;450; MAD  1669
322;Team Lead; MAD  1669;WIog;2021-08-24 16:45:35.432000+00:00;2021-08-24 16:47:07.006000+00:00;Major;Task;WIog;2021-08-24 16:45:35.432000+00:00;451; MAD  1669
323;Team Lead; MAD  1669;AcP;2021-08-24 16:47:07.006000+00:00;2021-08-24 16:47:16.767000+00:00;Major;Task;AcP;2021-08-24 16:47:07.006000+00:00;452; MAD  1669
324;Team Lead; MAD  1669;AcIog;2021-08-24 16:47:16.767000+00:00;2021-08-24 16:47:25.606000+00:00;Major;Task;AcIog;2021-08-24 16:47:16.767000+00:00;453; MAD  1669
325;Team Lead; MAD  1669;AcD;2021-08-24 16:47:25.606000+00:00;2021-09-02 17:26:06.870000+00:00;Major;Task;AcD;2021-08-24 16:47:25.606000+00:00;454; MAD  1669
326;Team Lead; MAD  1669;Closed;2021-09-02 17:26:06.870000+00:00;2021-09-02 17:26:06.870000+00:00;Major;Task;Closed;2021-09-02 17:26:06.870000+00:00;455; MAD  1669
327;PO; MAD  1670;RF;2021-08-20 15:02:34.878000+00:00;2021-08-24 12:06:43.707000+00:00;Major;Auswertung;RF;2021-08-20 15:02:34.878000+00:00;456; MAD  1670
328;Data Analyst; MAD  1670;RFW;2021-08-24 12:06:43.707000+00:00;2021-08-24 12:06:46.848000+00:00;Major;Auswertung;RFW;2021-08-24 12:06:43.707000+00:00;457; MAD  1670
329;Data Analyst; MAD  1670;WIog;2021-08-24 12:06:46.848000+00:00;2021-09-28 17:23:23.207000+00:00;Major;Auswertung;WIog;2021-08-24 12:06:46.848000+00:00;458; MAD  1670
330;Data Analyst; MAD  1670;AcP;2021-09-28 17:23:23.207000+00:00;2021-10-01 11:07:59.764000+00:00;Major;Auswertung;AcP;2021-09-28 17:23:23.207000+00:00;459; MAD  1670
331;Data Analyst; MAD  1670;AcIog;2021-10-01 11:07:59.764000+00:00;2021-10-01 11:08:07.840000+00:00;Major;Auswertung;AcIog;2021-10-01 11:07:59.764000+00:00;460; MAD  1670
332;Data Analyst; MAD  1670;AcD;2021-10-01 11:08:07.840000+00:00;2021-10-01 11:08:07.840000+00:00;Major;Auswertung;AcD;2021-10-01 11:08:07.840000+00:00;461; MAD  1670
333;PO; MAD  1675;RF;2021-08-27 15:32:14.053000+00:00;2021-08-30 14:20:40.652000+00:00;Major;Auswertung;RF;2021-08-27 15:32:14.053000+00:00;463; MAD  1675
334;PO; MAD  1675;RFW;2021-08-30 14:20:40.652000+00:00;2021-09-06 14:47:34.635000+00:00;Major;Auswertung;RFW;2021-08-30 14:20:40.652000+00:00;464; MAD  1675
335;Data Analyst; MAD  1675;WIog;2021-09-06 14:47:34.635000+00:00;2021-09-06 17:30:29.954000+00:00;Major;Auswertung;WIog;2021-09-06 14:47:34.635000+00:00;465; MAD  1675
336;Data Analyst; MAD  1675;AcP;2021-09-06 17:30:29.954000+00:00;2021-09-07 13:58:19.416000+00:00;Major;Auswertung;AcP;2021-09-06 17:30:29.954000+00:00;466; MAD  1675
337;Data Analyst; MAD  1675;AcIog;2021-09-07 13:58:19.416000+00:00;2021-09-07 14:00:26.188000+00:00;Major;Auswertung;AcIog;2021-09-07 13:58:19.416000+00:00;467; MAD  1675
338;Data Analyst; MAD  1675;AcD;2021-09-07 14:00:26.188000+00:00;2021-09-07 14:00:26.188000+00:00;Major;Auswertung;AcD;2021-09-07 14:00:26.188000+00:00;468; MAD  1675
339;PO; MAD  1676;RFW;2021-08-30 18:29:55.044000+00:00;2021-10-25 16:31:07.048000+00:00;Critical;UX Task;RFW;2021-08-30 18:29:55.044000+00:00;469; MAD  1676
340;UX/UI; MAD  1676;WIog;2021-10-25 16:31:07.048000+00:00;2021-11-17 11:16:40.708000+00:00;Critical;UX Task;WIog;2021-10-25 16:31:07.048000+00:00;470; MAD  1676
341;UX/UI; MAD  1676;AcP;2021-11-17 11:16:40.708000+00:00;2022-01-04 14:57:08.277000+00:00;Critical;UX Task;AcP;2021-11-17 11:16:40.708000+00:00;471; MAD  1676
342;UX/UI; MAD  1676;AcIog;2022-01-04 14:57:08.277000+00:00;2022-01-04 14:57:13.967000+00:00;Critical;UX Task;AcIog;2022-01-04 14:57:08.277000+00:00;472; MAD  1676
343;UX/UI; MAD  1676;AcD;2022-01-04 14:57:13.967000+00:00;2022-01-04 14:57:13.967000+00:00;Critical;UX Task;AcD;2022-01-04 14:57:13.967000+00:00;473; MAD  1676
344;PO; MAD  1677;RF;2021-08-31 11:44:57.209000+00:00;2021-09-15 15:22:07.783000+00:00;Major;Auswertung;RF;2021-08-31 11:44:57.209000+00:00;474; MAD  1677
345;PO; MAD  1677;Plan;2021-09-15 15:22:07.783000+00:00;2021-09-16 10:50:46.052000+00:00;Major;Auswertung;Plan;2021-09-15 15:22:07.783000+00:00;475; MAD  1677
346;Data Analyst; MAD  1677;RFW;2021-09-16 10:50:46.052000+00:00;2021-09-16 10:50:48.339000+00:00;Major;Auswertung;RFW;2021-09-16 10:50:46.052000+00:00;476; MAD  1677
347;Data Analyst; MAD  1677;WIog;2021-09-16 10:50:48.339000+00:00;2021-09-17 14:55:02.609000+00:00;Major;Auswertung;WIog;2021-09-16 10:50:48.339000+00:00;477; MAD  1677
348;Data Analyst; MAD  1677;AcP;2021-09-17 14:55:02.609000+00:00;2021-10-05 14:42:24.988000+00:00;Major;Auswertung;AcP;2021-09-17 14:55:02.609000+00:00;478; MAD  1677
349;Data Analyst; MAD  1677;AcIog;2021-10-05 14:42:24.988000+00:00;2021-10-05 14:42:31.482000+00:00;Major;Auswertung;AcIog;2021-10-05 14:42:24.988000+00:00;479; MAD  1677
350;Data Analyst; MAD  1677;AcD;2021-10-05 14:42:31.482000+00:00;2021-10-05 14:42:31.482000+00:00;Major;Auswertung;AcD;2021-10-05 14:42:31.482000+00:00;480; MAD  1677
351;UX/UI; MAD  1678;RF;2021-08-31 17:02:42.178000+00:00;2021-08-31 17:03:04.476000+00:00;Major;UX Task;RF;2021-08-31 17:02:42.178000+00:00;481; MAD  1678
352;UX/UI; MAD  1678;RFW;2021-08-31 17:03:04.476000+00:00;2021-08-31 17:03:13.438000+00:00;Major;UX Task;RFW;2021-08-31 17:03:04.476000+00:00;482; MAD  1678
353;UX/UI; MAD  1678;WIog;2021-08-31 17:03:13.438000+00:00;2021-09-24 16:03:31.883000+00:00;Major;UX Task;WIog;2021-08-31 17:03:13.438000+00:00;483; MAD  1678
354;UX/UI; MAD  1678;AcP;2021-09-24 16:03:31.883000+00:00;2021-10-25 16:30:26.042000+00:00;Major;UX Task;AcP;2021-09-24 16:03:31.883000+00:00;484; MAD  1678
355;UX/UI; MAD  1678;WIog;2021-10-25 16:30:26.042000+00:00;2021-10-25 16:30:49.395000+00:00;Major;UX Task;WIog;2021-10-25 16:30:26.042000+00:00;485; MAD  1678
356;UX/UI; MAD  1678;AcP;2021-10-25 16:30:49.395000+00:00;2021-11-17 11:16:54.756000+00:00;Major;UX Task;AcP;2021-10-25 16:30:49.395000+00:00;486; MAD  1678
357;UX/UI; MAD  1678;Plan;2021-11-17 11:16:54.756000+00:00;2021-11-17 11:17:08.563000+00:00;Major;UX Task;Plan;2021-11-17 11:16:54.756000+00:00;487; MAD  1678
358;UX/UI; MAD  1678;AcP;2021-11-17 11:17:08.563000+00:00;2021-11-17 11:17:35.581000+00:00;Major;UX Task;AcP;2021-11-17 11:17:08.563000+00:00;488; MAD  1678
359;UX/UI; MAD  1678;AcIog;2021-11-17 11:17:35.581000+00:00;2021-11-17 11:17:39.762000+00:00;Major;UX Task;AcIog;2021-11-17 11:17:35.581000+00:00;489; MAD  1678
360;UX/UI; MAD  1678;AcD;2021-11-17 11:17:39.762000+00:00;2021-11-17 11:17:39.762000+00:00;Major;UX Task;AcD;2021-11-17 11:17:39.762000+00:00;490; MAD  1678
361;UX/UI; MAD  1679;RF;2021-08-31 17:02:47.041000+00:00;2021-08-31 17:03:01.079000+00:00;Major;UX Task;RF;2021-08-31 17:02:47.041000+00:00;491; MAD  1679
362;UX/UI; MAD  1679;RFW;2021-08-31 17:03:01.079000+00:00;2021-08-31 17:03:16.619000+00:00;Major;UX Task;RFW;2021-08-31 17:03:01.079000+00:00;492; MAD  1679
363;UX/UI; MAD  1679;WIog;2021-08-31 17:03:16.619000+00:00;2022-01-31 19:25:48.500000+00:00;Major;UX Task;WIog;2021-08-31 17:03:16.619000+00:00;493; MAD  1679
364;UX/UI; MAD  1679;AcP;2022-01-31 19:25:48.500000+00:00;2022-01-31 19:27:28.148000+00:00;Major;UX Task;AcP;2022-01-31 19:25:48.500000+00:00;494; MAD  1679
365;UX/UI; MAD  1679;AcIog;2022-01-31 19:27:28.148000+00:00;2022-01-31 19:27:34.490000+00:00;Major;UX Task;AcIog;2022-01-31 19:27:28.148000+00:00;495; MAD  1679
366;UX/UI; MAD  1679;AcD;2022-01-31 19:27:34.490000+00:00;2022-01-31 19:27:34.490000+00:00;Major;UX Task;AcD;2022-01-31 19:27:34.490000+00:00;496; MAD  1679
367;PO; MAD  1681;RF;2021-09-03 16:10:55.173000+00:00;2021-09-10 11:33:38.767000+00:00;Major;Task;RF;2021-09-03 16:10:55.173000+00:00;497; MAD  1681
368;PO; MAD  1681;RFW;2021-09-10 11:33:38.767000+00:00;2021-09-10 12:46:17.153000+00:00;Major;Task;RFW;2021-09-10 11:33:38.767000+00:00;498; MAD  1681
369;Back End Developer; MAD  1681;WIog;2021-09-10 12:46:17.153000+00:00;2021-09-30 15:56:19.815000+00:00;Major;Task;WIog;2021-09-10 12:46:17.153000+00:00;499; MAD  1681
370;Back End Developer; MAD  1681;Closed;2021-09-30 15:56:19.815000+00:00;2021-10-20 11:00:54.100000+00:00;Major;Task;Closed;2021-09-30 15:56:19.815000+00:00;500; MAD  1681
371;Back End Developer; MAD  1681;AcD;2021-10-20 11:00:54.100000+00:00;2021-10-20 11:00:55.176000+00:00;Major;Task;AcD;2021-10-20 11:00:54.100000+00:00;501; MAD  1681
372;Back End Developer; MAD  1681;BL;2021-10-20 11:00:55.176000+00:00;2021-10-20 11:01:02.531000+00:00;Major;Task;BL;2021-10-20 11:00:55.176000+00:00;502; MAD  1681
373;Back End Developer; MAD  1681;Plan;2021-10-20 11:01:02.531000+00:00;2021-10-20 11:01:08.330000+00:00;Major;Task;Plan;2021-10-20 11:01:02.531000+00:00;503; MAD  1681
374;Back End Developer; MAD  1681;RFW;2021-10-20 11:01:08.330000+00:00;2021-10-20 11:01:10.169000+00:00;Major;Task;RFW;2021-10-20 11:01:08.330000+00:00;504; MAD  1681
375;Back End Developer; MAD  1681;WIog;2021-10-20 11:01:10.169000+00:00;2021-10-20 11:01:16.715000+00:00;Major;Task;WIog;2021-10-20 11:01:10.169000+00:00;505; MAD  1681
376;Back End Developer; MAD  1681;AcP;2021-10-20 11:01:16.715000+00:00;2021-10-20 11:01:20.717000+00:00;Major;Task;AcP;2021-10-20 11:01:16.715000+00:00;506; MAD  1681
377;Back End Developer; MAD  1681;AcIog;2021-10-20 11:01:20.717000+00:00;2021-10-20 11:01:56.516000+00:00;Major;Task;AcIog;2021-10-20 11:01:20.717000+00:00;507; MAD  1681
378;Back End Developer; MAD  1681;AcP;2021-10-20 11:01:56.516000+00:00;2021-10-20 11:09:17.437000+00:00;Major;Task;AcP;2021-10-20 11:01:56.516000+00:00;508; MAD  1681
379;QA; MAD  1681;AcIog;2021-10-20 11:09:17.437000+00:00;2021-11-03 16:54:19.962000+00:00;Major;Task;AcIog;2021-10-20 11:09:17.437000+00:00;509; MAD  1681
380;QA; MAD  1681;AcD;2021-11-03 16:54:19.962000+00:00;2022-05-19 10:42:46.973000+00:00;Major;Task;AcD;2021-11-03 16:54:19.962000+00:00;510; MAD  1681
381;Back End Developer; MAD  1681;Closed;2022-05-19 10:42:46.973000+00:00;2022-05-19 10:42:46.973000+00:00;Major;Task;Closed;2022-05-19 10:42:46.973000+00:00;511; MAD  1681
382;PO; MAD  1682;RF;2021-09-06 16:32:20.280000+00:00;2021-09-13 08:41:30.791000+00:00;Critical;Auswertung;RF;2021-09-06 16:32:20.280000+00:00;512; MAD  1682
383;PO; MAD  1682;Plan;2021-09-13 08:41:30.791000+00:00;2021-09-20 10:13:56.375000+00:00;Critical;Auswertung;Plan;2021-09-13 08:41:30.791000+00:00;513; MAD  1682
384;PO; MAD  1682;RFW;2021-09-20 10:13:56.375000+00:00;2021-11-11 09:31:46.175000+00:00;Critical;Auswertung;RFW;2021-09-20 10:13:56.375000+00:00;514; MAD  1682
385;Data Analyst; MAD  1682;WIog;2021-11-11 09:31:46.175000+00:00;2021-11-11 09:31:52.380000+00:00;Critical;Auswertung;WIog;2021-11-11 09:31:46.175000+00:00;515; MAD  1682
386;Data Analyst; MAD  1682;AcP;2021-11-11 09:31:52.380000+00:00;2021-11-22 15:53:22.640000+00:00;Critical;Auswertung;AcP;2021-11-11 09:31:52.380000+00:00;516; MAD  1682
387;PO; MAD  1682;AcIog;2021-11-22 15:53:22.640000+00:00;2021-11-22 15:53:33.109000+00:00;Critical;Auswertung;AcIog;2021-11-22 15:53:22.640000+00:00;517; MAD  1682
388;PO; MAD  1682;AcD;2021-11-22 15:53:33.109000+00:00;2021-11-22 15:53:33.109000+00:00;Critical;Auswertung;AcD;2021-11-22 15:53:33.109000+00:00;518; MAD  1682
389;Data Analyst; MAD  1683;RF;2021-09-08 10:42:34.694000+00:00;2021-09-09 11:54:08.466000+00:00;Minor;Auswertung;RF;2021-09-08 10:42:34.694000+00:00;519; MAD  1683
390;PO; MAD  1683;RFW;2021-09-09 11:54:08.466000+00:00;2021-09-27 10:23:28.967000+00:00;Minor;Auswertung;RFW;2021-09-09 11:54:08.466000+00:00;520; MAD  1683
391;Data Analyst; MAD  1683;WIog;2021-09-27 10:23:28.967000+00:00;2021-09-27 12:12:26.174000+00:00;Minor;Auswertung;WIog;2021-09-27 10:23:28.967000+00:00;521; MAD  1683
392;Data Analyst; MAD  1683;AcP;2021-09-27 12:12:26.174000+00:00;2021-09-29 08:29:21.984000+00:00;Minor;Auswertung;AcP;2021-09-27 12:12:26.174000+00:00;522; MAD  1683
393;PO; MAD  1683;AcIog;2021-09-29 08:29:21.984000+00:00;2021-09-29 08:29:32.244000+00:00;Minor;Auswertung;AcIog;2021-09-29 08:29:21.984000+00:00;523; MAD  1683
394;PO; MAD  1683;AcD;2021-09-29 08:29:32.244000+00:00;2021-09-29 08:29:32.244000+00:00;Minor;Auswertung;AcD;2021-09-29 08:29:32.244000+00:00;524; MAD  1683
395;Data Analyst; MAD  1684;RF;2021-09-06 17:40:22.632000+00:00;2021-09-10 09:24:36.955000+00:00;Major;Auswertung;RF;2021-09-06 17:40:22.632000+00:00;525; MAD  1684
396;Data Analyst; MAD  1684;RFW;2021-09-10 09:24:36.955000+00:00;2021-09-10 09:51:35.487000+00:00;Major;Auswertung;RFW;2021-09-10 09:24:36.955000+00:00;526; MAD  1684
397;Data Analyst; MAD  1684;WIog;2021-09-10 09:51:35.487000+00:00;2021-09-14 15:26:34.756000+00:00;Major;Auswertung;WIog;2021-09-10 09:51:35.487000+00:00;527; MAD  1684
398;Data Analyst; MAD  1684;RFW;2021-09-14 15:26:34.756000+00:00;2021-11-05 14:05:26.213000+00:00;Major;Auswertung;RFW;2021-09-14 15:26:34.756000+00:00;528; MAD  1684
399;Data Analyst; MAD  1684;WIog;2021-11-05 14:05:26.213000+00:00;2021-11-05 15:12:19.754000+00:00;Major;Auswertung;WIog;2021-11-05 14:05:26.213000+00:00;529; MAD  1684
400;Data Analyst; MAD  1684;AcP;2021-11-05 15:12:19.754000+00:00;2021-11-08 09:10:03.153000+00:00;Major;Auswertung;AcP;2021-11-05 15:12:19.754000+00:00;530; MAD  1684
401;PO; MAD  1684;AcIog;2021-11-08 09:10:03.153000+00:00;2021-11-08 09:11:40.805000+00:00;Major;Auswertung;AcIog;2021-11-08 09:10:03.153000+00:00;531; MAD  1684
402;PO; MAD  1684;AcD;2021-11-08 09:11:40.805000+00:00;2021-11-08 09:11:40.805000+00:00;Major;Auswertung;AcD;2021-11-08 09:11:40.805000+00:00;532; MAD  1684
403;PO; MAD  1685;RF;2021-09-08 08:59:36.916000+00:00;2021-09-13 09:26:42.938000+00:00;Major;Auswertung;RF;2021-09-08 08:59:36.916000+00:00;533; MAD  1685
404;PO; MAD  1685;Plan;2021-09-13 09:26:42.938000+00:00;2021-09-14 11:41:08.220000+00:00;Major;Auswertung;Plan;2021-09-13 09:26:42.938000+00:00;534; MAD  1685
405;PO; MAD  1685;RFW;2021-09-14 11:41:08.220000+00:00;2021-09-17 14:26:35.312000+00:00;Major;Auswertung;RFW;2021-09-14 11:41:08.220000+00:00;535; MAD  1685
406;Data Analyst; MAD  1685;WIog;2021-09-17 14:26:35.312000+00:00;2021-09-17 14:26:42.669000+00:00;Major;Auswertung;WIog;2021-09-17 14:26:35.312000+00:00;536; MAD  1685
407;Data Analyst; MAD  1685;AcP;2021-09-17 14:26:42.669000+00:00;2021-09-23 08:53:33.463000+00:00;Major;Auswertung;AcP;2021-09-17 14:26:42.669000+00:00;537; MAD  1685
408;PO; MAD  1685;AcIog;2021-09-23 08:53:33.463000+00:00;2021-09-23 08:53:40.727000+00:00;Major;Auswertung;AcIog;2021-09-23 08:53:33.463000+00:00;538; MAD  1685
409;PO; MAD  1685;AcD;2021-09-23 08:53:40.727000+00:00;2021-09-23 08:53:40.727000+00:00;Major;Auswertung;AcD;2021-09-23 08:53:40.727000+00:00;539; MAD  1685
410;Data Analyst; MAD  1686;RFW;2021-09-08 14:31:13.300000+00:00;2021-09-08 16:13:28.307000+00:00;Major;Task;RFW;2021-09-08 14:31:13.300000+00:00;540; MAD  1686
411;Data Analyst; MAD  1686;WIog;2021-09-08 16:13:28.307000+00:00;2021-09-08 16:13:34.887000+00:00;Major;Task;WIog;2021-09-08 16:13:28.307000+00:00;541; MAD  1686
412;Data Analyst; MAD  1686;AcP;2021-09-08 16:13:34.887000+00:00;2021-09-08 16:13:38.576000+00:00;Major;Task;AcP;2021-09-08 16:13:34.887000+00:00;542; MAD  1686
413;Data Analyst; MAD  1686;AcIog;2021-09-08 16:13:38.576000+00:00;2021-09-08 16:13:44.016000+00:00;Major;Task;AcIog;2021-09-08 16:13:38.576000+00:00;543; MAD  1686
414;Data Analyst; MAD  1686;AcD;2021-09-08 16:13:44.016000+00:00;2022-05-19 10:44:13.793000+00:00;Major;Task;AcD;2021-09-08 16:13:44.016000+00:00;544; MAD  1686
415;Back End Developer; MAD  1686;Closed;2022-05-19 10:44:13.793000+00:00;2022-05-19 10:44:13.793000+00:00;Major;Task;Closed;2022-05-19 10:44:13.793000+00:00;545; MAD  1686
416;Data Analyst; MAD  1687;RF;2021-09-09 12:11:59.099000+00:00;2021-09-09 12:12:02.980000+00:00;Critical;Auswertung;RF;2021-09-09 12:11:59.099000+00:00;546; MAD  1687
417;Data Analyst; MAD  1687;RFW;2021-09-09 12:12:02.980000+00:00;2021-09-09 12:18:23.176000+00:00;Critical;Auswertung;RFW;2021-09-09 12:12:02.980000+00:00;547; MAD  1687
418;Data Analyst; MAD  1687;WIog;2021-09-09 12:18:23.176000+00:00;2021-09-09 12:26:33.685000+00:00;Critical;Auswertung;WIog;2021-09-09 12:18:23.176000+00:00;548; MAD  1687
419;Data Analyst; MAD  1687;RFW;2021-09-09 12:26:33.685000+00:00;2021-09-13 16:30:17.518000+00:00;Critical;Auswertung;RFW;2021-09-09 12:26:33.685000+00:00;549; MAD  1687
420;Data Analyst; MAD  1687;WIog;2021-09-13 16:30:17.518000+00:00;2021-09-16 10:52:25.075000+00:00;Critical;Auswertung;WIog;2021-09-13 16:30:17.518000+00:00;550; MAD  1687
421;Data Analyst; MAD  1687;Closed;2021-09-16 10:52:25.075000+00:00;2021-09-16 10:52:25.075000+00:00;Critical;Auswertung;Closed;2021-09-16 10:52:25.075000+00:00;551; MAD  1687
422;Back End Developer; MAD  1690;RFW;2021-12-20 18:23:15.092000+00:00;2022-01-05 14:04:41.030000+00:00;Major;Story;RFW;2021-12-20 18:23:15.092000+00:00;552; MAD  1690
423;Back End Developer; MAD  1690;WIog;2022-01-05 14:04:41.030000+00:00;2022-01-25 11:18:19.986000+00:00;Major;Story;WIog;2022-01-05 14:04:41.030000+00:00;553; MAD  1690
424;Back End Developer; MAD  1690;AcP;2022-01-25 11:18:19.986000+00:00;2022-01-25 11:18:25.635000+00:00;Major;Story;AcP;2022-01-25 11:18:19.986000+00:00;554; MAD  1690
425;Back End Developer; MAD  1690;AcIog;2022-01-25 11:18:25.635000+00:00;2022-01-25 11:18:29.792000+00:00;Major;Story;AcIog;2022-01-25 11:18:25.635000+00:00;555; MAD  1690
426;Back End Developer; MAD  1690;AcD;2022-01-25 11:18:29.792000+00:00;2022-01-25 11:20:34.462000+00:00;Major;Story;AcD;2022-01-25 11:18:29.792000+00:00;556; MAD  1690
427;Back End Developer; MAD  1690;Closed;2022-01-25 11:20:34.462000+00:00;2022-01-25 11:20:34.462000+00:00;Major;Story;Closed;2022-01-25 11:20:34.462000+00:00;557; MAD  1690
428;Team Lead; MAD  1691;RFW;2021-09-21 10:50:11.684000+00:00;2021-12-28 14:41:05.160000+00:00;Major;Story;RFW;2021-09-21 10:50:11.684000+00:00;558; MAD  1691
429;Back End Developer; MAD  1691;WIog;2021-12-28 14:41:05.160000+00:00;2022-01-06 11:58:51.931000+00:00;Major;Story;WIog;2021-12-28 14:41:05.160000+00:00;559; MAD  1691
